LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_QC_49936_b.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PC 16:1_20:1,PC,844.608485579145,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,21726.1,55470.3,0.0,0.0,15523.0,74108.0,14624.3,71033.6,0.0,14077.4,46616.9,21044.5,MS2,FragmentA and FragmentB,[PC 16:1_20:1 +CH3COO]-,FA 16:1 (+O),FA 20:1 (+O),,773204.4,1239090.4,0.0,0.0,1040352.7,1020355.3,857003.8,860360.3,0.0,1032314.1,1036169.8,853779.7,41128.9,103048.1,0.0,0.0,26726.2,141694.9,23106.7,134954.0,0.0,21821.3,82995.2,38915.3,2323.2,7892.6,0.0,0.0,4319.7,6521.2,6142.0,7113.2,0.0,6333.6,10238.6,3173.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.85,0.2,,253.2177734375,309.27996826171875,,-H+,-H+,,C16 H29 O2,C20 H37 O2,,C44 H84 O8 N1 P1
PC 16:0_20:2,PC,844.608485579145,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,86348.1,145826.0,0.0,127759.4,121901.5,112383.0,108450.1,104983.4,0.0,146746.3,135701.5,89668.5,MS2,FragmentA and FragmentB,[PC 16:0_20:2 +CH3COO]-,FA 16:0 (+O),FA 20:2 (+O),,773204.4,1239090.4,0.0,965010.0,1040352.7,1020355.3,857003.8,860360.3,0.0,1032314.1,1036169.8,853779.7,67582.8,156753.8,0.0,133142.5,138686.8,132325.4,118780.8,118331.7,0.0,142445.8,151932.5,51245.0,105113.4,134898.1,0.0,122376.3,105116.2,92440.7,98119.5,91635.2,0.0,151046.8,119470.5,128092.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.98,0.58,,255.23345947265625,307.2644348144531,,-H+,-H+,,C16 H31 O2,C20 H35 O2,,C44 H84 O8 N1 P1
PC 18:1_18:1,PC,844.608485579145,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,671323.8,330473.1,0.0,211327.4,397045.7,303771.5,262521.5,289126.8,0.0,284522.0,431238.2,457947.6,MS2,FragmentA and FragmentB,[PC 18:1_18:1 +CH3COO]-,FA 18:1 (+O),FA 18:1 (+O),,773204.4,1239090.4,0.0,965010.0,1040352.7,1020355.3,857003.8,860360.3,0.0,1032314.1,1036169.8,853779.7,1342647.6,660946.3,0.0,422654.7,794091.4,607543.0,525042.9,578253.6,0.0,569044.0,862476.3,915895.1,1342647.6,660946.3,0.0,422654.7,794091.4,607543.0,525042.9,578253.6,0.0,569044.0,862476.3,915895.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.62,0.62,,281.248779296875,281.248779296875,,-H+,-H+,,C18 H33 O2,C18 H33 O2,,C44 H84 O8 N1 P1
PC 18:0_18:2,PC,844.608485579145,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,340647.5,676067.2,0.0,510738.3,494387.6,453971.4,458794.9,461665.3,0.0,524480.7,598724.1,418952.3,MS2,FragmentA and FragmentB,[PC 18:0_18:2 +CH3COO]-,FA 18:0 (+O),FA 18:2 (+O),,773204.4,1239090.4,0.0,965010.0,1040352.7,1020355.3,857003.8,860360.3,0.0,1032314.1,1036169.8,853779.7,251045.5,360729.6,0.0,312920.0,321238.0,246306.1,281075.3,250790.5,0.0,327401.8,322833.9,280404.8,430249.5,991404.8,0.0,708556.6,667537.3,661636.8,636514.4,672540.1,0.0,721559.7,874614.4,557499.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.31,0.82,,283.26434326171875,279.2331848144531,,-H+,-H+,,C18 H35 O2,C18 H31 O2,,C44 H84 O8 N1 P1
PC 14:0_22:1,PC,846.6241169617425,,C46 H89 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,13765.2,0.0,0.0,0.0,11900.7,0.0,14274.6,0.0,5086.9,0.0,0.0,MS2,FragmentA and FragmentB,[PC 14:0_22:1 +CH3COO]-,FA 14:0 (+O),FA 22:1 (+O),,0.0,625141.6,0.0,0.0,0.0,538247.2,0.0,442982.6,0.0,449713.7,0.0,0.0,0.0,27532.2,0.0,0.0,0.0,23803.2,0.0,27891.5,0.0,9253.7,0.0,0.0,0.0,-1.7,0.0,0.0,0.0,-1.7,0.0,657.7,0.0,920.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.5,2.3,,227.20199584960935,337.3119812011719,,-H+,-H+,,C14 H27 O2,C22 H41 O2,,C44 H86 O8 N1 P1
PC 16:0_20:1,PC,846.6241660867524,,C46 H89 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,152166.3,257857.7,0.0,105834.0,121255.1,300610.1,101356.6,310286.2,0.0,121286.5,257123.7,171930.3,MS2,FragmentA and FragmentB,[PC 16:0_20:1 +CH3COO]-,FA 16:0 (+O),FA 20:1 (+O),,448853.3,625141.6,0.0,397513.0,487905.1,538247.2,401855.0,442982.6,0.0,449713.7,513985.4,461458.0,250578.1,424052.4,0.0,143059.1,166079.7,530694.0,135139.0,545544.8,0.0,162496.3,431791.0,275526.2,53754.5,91663.1,0.0,68609.0,76430.6,70526.1,67574.1,75027.6,0.0,80076.7,82456.5,68334.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.74,0.7,,255.2333984375,309.2801208496094,,-H+,-H+,,C16 H31 O2,C20 H37 O2,,C44 H86 O8 N1 P1
PC 18:0_18:1,PC,846.6241660867524,,C46 H89 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,789268.5,643901.5,0.0,434091.2,571965.1,509276.3,436202.2,587330.6,0.0,540709.4,711717.2,766148.0,MS2,FragmentA and FragmentB,[PC 18:0_18:1 +CH3COO]-,FA 18:0 (+O),FA 18:1 (+O),,448853.3,625141.6,0.0,397513.0,487905.1,538247.2,401855.0,442982.6,0.0,449713.7,513985.4,461458.0,910968.0,393670.3,0.0,324881.4,555198.8,306024.1,358213.1,347380.8,0.0,458730.5,521708.7,713888.7,667569.0,894132.6,0.0,543301.0,588731.5,712528.4,514191.3,827280.4,0.0,622688.2,901725.7,818407.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.31,0.51,,283.26434326171875,281.2487487792969,,-H+,-H+,,C18 H35 O2,C18 H33 O2,,C44 H86 O8 N1 P1
PC 15:0_22:5,PC,852.5770927168193,,C47 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,1870.1,0.0,1050.2,1235.3,0.0,0.0,9171.7,0.0,0.0,10675.8,7482.5,MS2,FragmentA and FragmentB,[PC 15:0_22:5 +CH3COO]-,FA 15:0 (+O),FA 22:5 (+O),,0.0,84733.9,0.0,47303.4,49284.6,0.0,0.0,49014.5,0.0,0.0,61432.6,29491.5,0.0,3741.1,0.0,2101.4,2471.6,0.0,0.0,1569.7,0.0,0.0,1547.3,1691.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,16773.8,0.0,0.0,19804.3,13273.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.37,1.08,,241.21763610839844,329.24896240234375,,-H+,-H+,,C15 H29 O2,C22 H33 O2,,C45 H80 O8 N1 P1
PC 16:1_22:6,PC,862.5624424968383,,C48 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,17944.3,0.0,18739.7,0.0,0.0,0.0,12801.6,0.0,20007.4,14174.0,0.0,MS2,FragmentA and FragmentB,[PC 16:1_22:6 +CH3COO]-,FA 16:1 (+O),FA 22:6 (+O),,0.0,47674.7,0.0,81801.9,0.0,0.0,0.0,37126.1,0.0,75118.0,51144.0,0.0,0.0,26929.3,0.0,22365.5,0.0,0.0,0.0,17965.3,0.0,22263.0,21739.8,0.0,0.0,8959.2,0.0,15113.8,0.0,0.0,0.0,7637.9,0.0,17751.8,6608.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1.55,0.61,,253.2176971435547,327.233154296875,,-H+,-H+,,C16 H29 O2,C22 H31 O2,,C46 H78 O8 N1 P1
PC 18:3_20:4,PC,862.5625400464967,,C48 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10572.8,0.0,16972.2,11223.4,0.0,MS2,FragmentA and FragmentB,[PC 18:3_20:4 +CH3COO]-,FA 18:3 (+O),FA 20:4 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37126.1,0.0,75118.0,51144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.7,0.0,1018.4,2296.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20124.9,0.0,32926.0,20150.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,-1.72,0.66,,277.2168273925781,303.233154296875,,-H+,-H+,,C18 H29 O2,C20 H31 O2,,C46 H78 O8 N1 P1
PC 18:2_20:5,PC,862.5625400464967,,C48 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.3,0.0,1237.0,3745.8,0.0,MS2,FragmentA and FragmentB,[PC 18:2_20:5 +CH3COO]-,FA 18:2 (+O),FA 20:5 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37126.1,0.0,75118.0,51144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8,0.0,1122.2,7429.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.4,0.0,1351.8,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.28,-0.37,,279.2330322265625,301.2171936035156,,-H+,-H+,,C18 H31 O2,C20 H29 O2,,C46 H78 O8 N1 P1
PC 16:3_22:3,PC,864.577391262136,,C48 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,751.3,0.0,0.0,2292.4,0.0,0.0,3015.4,1568.4,0.0,1041.5,0.0,1869.9,MS2,FragmentA and FragmentB,[PC 16:3_22:3 +CH3COO]-,FA 16:3 (+O),FA 22:3 (+O),,643813.3,0.0,0.0,687833.2,0.0,0.0,662036.8,622782.1,0.0,817980.8,0.0,723097.6,1504.4,0.0,0.0,4170.2,0.0,0.0,6032.5,2147.5,0.0,1734.3,0.0,3741.6,-1.8,0.0,0.0,414.5,0.0,0.0,-1.8,989.2,0.0,348.8,0.0,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.41,0.37,,249.1863555908203,333.280029296875,,-H+,-H+,,C16 H25 O2,C22 H37 O2,,C46 H80 O8 N1 P1
PC 16:1_22:5,PC,864.577391262136,,C48 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,12325.9,14443.5,0.0,19265.8,23395.6,9679.4,19127.8,3460.2,0.0,19226.0,8457.9,4090.8,MS2,FragmentA and FragmentB,[PC 16:1_22:5 +CH3COO]-,FA 16:1 (+O),FA 22:5 (+O),,643813.3,775565.7,0.0,687833.2,801022.7,680817.0,662036.8,622782.1,0.0,817980.8,668978.8,723097.6,15428.9,23334.2,0.0,32488.1,38362.0,14357.5,30820.6,-1.8,0.0,29624.6,8629.5,3896.3,9222.9,5552.8,0.0,6043.6,8429.3,5001.2,7434.9,6922.2,0.0,8827.4,8286.3,4285.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.79,-0.21,,253.21775817871097,329.24853515625,,-H+,-H+,,C16 H29 O2,C22 H33 O2,,C46 H80 O8 N1 P1
PC 16:0_22:6,PC,864.577391262136,,C48 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,181977.0,205656.9,0.0,176616.7,225341.8,136332.4,194566.0,156793.7,0.0,210736.2,156274.9,170657.0,MS2,FragmentA and FragmentB,[PC 16:0_22:6 +CH3COO]-,FA 16:0 (+O),FA 22:6 (+O),,643813.3,775565.7,0.0,687833.2,801022.7,680817.0,662036.8,622782.1,0.0,817980.8,668978.8,723097.6,245234.4,277980.7,0.0,228823.2,295985.5,183719.0,260125.8,224723.9,0.0,283768.3,200555.6,219724.4,118719.6,133333.1,0.0,124410.1,154698.1,88945.9,129006.2,88863.5,0.0,137704.2,111994.3,121589.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.92,0.98,,255.2334442138672,327.2332763671875,,-H+,-H+,,C16 H31 O2,C22 H31 O2,,C46 H80 O8 N1 P1
PC 18:3_20:3,PC,864.577391262136,,C48 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,3801.6,6562.8,0.0,2836.7,5246.2,1871.7,3801.2,4624.1,0.0,5714.7,4797.2,3565.0,MS2,FragmentA and FragmentB,[PC 18:3_20:3 +CH3COO]-,FA 18:3 (+O),FA 20:3 (+O),,643813.3,775565.7,0.0,687833.2,801022.7,680817.0,662036.8,622782.1,0.0,817980.8,668978.8,723097.6,3683.6,7812.3,0.0,430.8,4205.2,1867.4,2462.0,5505.0,0.0,4388.3,3728.4,3113.7,3919.6,5313.3,0.0,5242.6,6287.2,1875.9,5140.4,3743.2,0.0,7041.1,5866.0,4016.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.81,0.27,,277.217529296875,305.2486877441406,,-H+,-H+,,C18 H29 O2,C20 H33 O2,,C46 H80 O8 N1 P1
PC 18:2_20:4,PC,864.577391262136,,C48 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,99677.7,101977.6,0.0,84184.6,101407.3,59329.8,80649.6,66712.7,0.0,104503.0,95174.6,90755.9,MS2,FragmentA and FragmentB,[PC 18:2_20:4 +CH3COO]-,FA 18:2 (+O),FA 20:4 (+O),,643813.3,775565.7,0.0,687833.2,801022.7,680817.0,662036.8,622782.1,0.0,817980.8,668978.8,723097.6,96550.3,119850.6,0.0,77103.8,84616.3,66495.9,60408.8,77836.4,0.0,75395.7,104923.7,97337.4,102805.2,84104.7,0.0,91265.3,118198.4,52163.7,100890.3,55589.0,0.0,133610.4,85425.5,84174.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.6,0.76,,279.2331237792969,303.2331848144531,,-H+,-H+,,C18 H31 O2,C20 H31 O2,,C46 H80 O8 N1 P1
PC 18:1_20:5,PC,864.577391262136,,C48 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,12621.2,17595.7,0.0,10363.0,12049.4,20749.2,17019.9,3008.9,0.0,13412.7,21334.8,5540.8,MS2,FragmentA and FragmentB,[PC 18:1_20:5 +CH3COO]-,FA 18:1 (+O),FA 20:5 (+O),,643813.3,775565.7,0.0,687833.2,801022.7,680817.0,662036.8,622782.1,0.0,817980.8,668978.8,723097.6,25244.2,34395.1,0.0,20727.8,23580.5,41500.2,32213.6,2632.5,0.0,25554.4,42671.5,11083.4,-1.8,796.4,0.0,-1.8,518.3,-1.8,1826.2,3385.3,0.0,1271.1,-1.8,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.51,0.85,,281.2487487792969,301.2175598144531,,-H+,-H+,,C18 H33 O2,C20 H29 O2,,C46 H80 O8 N1 P1
PC 16:1_22:4,PC,866.5930110847426,,C48 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,12532.2,12326.6,0.0,21395.7,6205.5,9739.2,19067.9,16116.4,0.0,5525.5,21675.8,-0.5,MS2,FragmentA and FragmentB,[PC 16:1_22:4 +CH3COO]-,FA 16:1 (+O),FA 22:4 (+O),,437528.6,621879.4,0.0,452745.0,527335.1,593636.7,451231.1,542469.2,0.0,533640.6,528274.6,484943.1,11091.2,5447.4,0.0,20610.4,-1.0,9534.2,14399.6,24742.6,0.0,-1.0,21398.0,-1.0,13973.3,19205.7,0.0,22181.0,12412.1,9944.1,23736.2,7490.3,0.0,11052.0,21953.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.33,1.09,,253.2178955078125,331.2646179199219,,-H+,-H+,,C16 H29 O2,C22 H35 O2,,C46 H82 O8 N1 P1
PC 16:0_22:5,PC,866.5930110847426,,C48 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,87731.4,135111.2,0.0,127304.8,56118.5,90312.4,145378.9,87661.0,0.0,66753.2,126550.4,44440.6,MS2,FragmentA and FragmentB,[PC 16:0_22:5 +CH3COO]-,FA 16:0 (+O),FA 22:5 (+O),,437528.6,621879.4,0.0,452745.0,527335.1,593636.7,451231.1,542469.2,0.0,533640.6,528274.6,484943.1,92964.2,115656.2,0.0,140382.3,-1.0,65426.0,172311.2,55179.9,0.0,-1.0,132943.4,-1.0,82498.6,154566.3,0.0,114227.4,112238.0,115198.8,118446.5,120142.2,0.0,133507.4,120157.5,88882.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.04,0.99,,255.2334747314453,329.2489318847656,,-H+,-H+,,C16 H31 O2,C22 H33 O2,,C46 H82 O8 N1 P1
PC 18:2_20:3,PC,866.5930110847426,,C48 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,50102.3,52069.3,0.0,79361.9,9341.1,50946.4,56714.4,52555.5,0.0,14549.5,84596.8,-0.5,MS2,FragmentA and FragmentB,[PC 18:2_20:3 +CH3COO]-,FA 18:2 (+O),FA 20:3 (+O),,437528.6,621879.4,0.0,452745.0,527335.1,593636.7,451231.1,542469.2,0.0,533640.6,528274.6,484943.1,83037.9,79444.8,0.0,129106.6,3681.6,84282.2,89262.8,80212.0,0.0,7395.6,142853.2,-1.0,17166.7,24693.8,0.0,29617.2,15000.5,17610.6,24166.1,24899.1,0.0,21703.5,26340.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.6,0.97,,279.2331237792969,305.2489013671875,,-H+,-H+,,C18 H31 O2,C20 H33 O2,,C46 H82 O8 N1 P1
PC 18:1_20:4,PC,866.5930110847426,,C48 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,55486.0,150551.5,0.0,95686.2,50864.0,104308.4,133421.0,136499.6,0.0,40166.9,136913.3,14595.1,MS2,FragmentA and FragmentB,[PC 18:1_20:4 +CH3COO]-,FA 18:1 (+O),FA 20:4 (+O),,437528.6,621879.4,0.0,452745.0,527335.1,593636.7,451231.1,542469.2,0.0,533640.6,528274.6,484943.1,110973.9,135527.2,0.0,97093.7,101729.0,104880.5,112833.5,143822.1,0.0,80334.7,141949.7,29191.3,-1.8,165575.8,0.0,94278.8,-1.0,103736.4,154008.6,129177.1,0.0,-1.0,131876.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.62,0.86,,281.248779296875,303.23321533203125,,-H+,-H+,,C18 H33 O2,C20 H31 O2,,C46 H82 O8 N1 P1
PC 18:0_20:5,PC,866.5930110847426,,C48 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,35390.1,49626.9,0.0,40377.5,16700.5,32219.5,35393.2,30836.1,0.0,26977.2,38438.6,-0.5,MS2,FragmentA and FragmentB,[PC 18:0_20:5 +CH3COO]-,FA 18:0 (+O),FA 20:5 (+O),,437528.6,621879.4,0.0,452745.0,527335.1,593636.7,451231.1,542469.2,0.0,533640.6,528274.6,484943.1,66762.0,89621.0,0.0,78514.0,29603.2,61954.5,64350.6,61402.3,0.0,48404.4,71685.5,-1.0,4018.1,9632.8,0.0,2241.1,3797.7,2484.6,6435.8,269.8,0.0,5550.1,5191.8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.96,1.05,,283.2645263671875,301.2176208496094,,-H+,-H+,,C18 H35 O2,C20 H29 O2,,C46 H82 O8 N1 P1
PC 16:1_22:3,PC,868.6084586287591,,C48 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,6000.6,0.0,0.0,0.0,4293.1,9276.8,0.0,0.0,0.0,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PC 16:1_22:3 +CH3COO]-,FA 16:1 (+O),FA 22:3 (+O),,894960.4,0.0,0.0,0.0,1104138.2,922219.2,0.0,0.0,0.0,0.0,0.0,0.0,10047.0,0.0,0.0,0.0,6817.6,16901.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.2,0.0,0.0,0.0,1768.7,1652.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.39,0.74,,253.21791076660156,333.2801513671875,,-H+,-H+,,C16 H29 O2,C22 H37 O2,,C46 H84 O8 N1 P1
PC 16:0_22:4,PC,868.6084586287591,,C48 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,194984.3,230397.8,0.0,187570.6,240602.7,180596.1,176677.6,177088.4,0.0,229881.3,197329.1,239904.4,MS2,FragmentA and FragmentB,[PC 16:0_22:4 +CH3COO]-,FA 16:0 (+O),FA 22:4 (+O),,894960.4,1139732.1,0.0,897180.0,1104138.2,922219.2,863802.6,951379.9,0.0,1128832.3,1061088.1,1039339.6,146974.5,179631.9,0.0,156026.8,200147.9,147873.8,139927.1,147365.2,0.0,183482.5,156258.5,188828.2,242994.1,281163.6,0.0,219114.4,281057.5,213318.4,213428.0,206811.7,0.0,276280.1,238399.7,290980.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.04,1.0,,255.2334747314453,331.26458740234375,,-H+,-H+,,C16 H31 O2,C22 H35 O2,,C46 H84 O8 N1 P1
PC 18:2_20:2,PC,868.6084586287591,,C48 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,48236.2,87831.4,0.0,40721.8,42463.3,67937.0,34391.1,79478.5,0.0,42425.4,69718.6,74776.7,MS2,FragmentA and FragmentB,[PC 18:2_20:2 +CH3COO]-,FA 18:2 (+O),FA 20:2 (+O),,894960.4,1139732.1,0.0,897180.0,1104138.2,922219.2,863802.6,951379.9,0.0,1128832.3,1061088.1,1039339.6,84895.2,164443.3,0.0,69839.3,73663.4,128225.1,59265.8,152482.0,0.0,71832.9,128368.5,134249.6,11577.3,11219.5,0.0,11604.2,11263.3,7648.9,9516.3,6475.1,0.0,13017.8,11068.7,15303.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.82,1.97,,279.2331848144531,307.2648620605469,,-H+,-H+,,C18 H31 O2,C20 H35 O2,,C46 H84 O8 N1 P1
PC 18:1_20:3,PC,868.6084586287591,,C48 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,117861.7,135840.3,0.0,85419.1,89363.3,115840.5,73441.6,110234.1,0.0,96206.9,123582.9,126436.7,MS2,FragmentA and FragmentB,[PC 18:1_20:3 +CH3COO]-,FA 18:1 (+O),FA 20:3 (+O),,894960.4,1139732.1,0.0,897180.0,1104138.2,922219.2,863802.6,951379.9,0.0,1128832.3,1061088.1,1039339.6,159520.2,205668.4,0.0,125041.2,119383.2,176266.6,102620.9,171734.6,0.0,127765.0,185788.9,184280.6,76203.3,66012.1,0.0,45796.9,59343.3,55414.4,44262.3,48733.6,0.0,64648.7,61377.0,68592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.73,0.87,,281.2488098144531,305.2488708496094,,-H+,-H+,,C18 H33 O2,C20 H33 O2,,C46 H84 O8 N1 P1
