LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
LPC 16:0,LPC,554.3465558611545,,C26 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,2429852.3,2050739.3,1957289.4,0.0,1780299.4,0.0,1664421.9,1583523.1,1750822.1,2612008.3,1874799.8,1891907.8,MS2,FragmentA,[LPC 16:0 +CH3COO]-,FA 16:0 (+O),-PC(74),,1941114.6,1445154.7,1463849.5,0.0,1315579.2,0.0,1435349.3,1174231.2,1332900.3,2036190.5,1595747.2,1602909.5,2429852.3,2050739.3,1957289.4,0.0,1780299.4,0.0,1664421.9,1583523.1,1750822.1,2612008.3,1874799.8,1891907.8,335409.2,269612.8,264972.1,0.0,248666.9,0.0,227088.0,199463.3,234620.6,354356.2,246842.8,254006.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.44,845856.21,,255.2333221435547,480.3098449707031,,-H+,-H+,,C16 H31 O2,C23 H47 O7 N1 P1,,C24 H50 O7 N1 P1
LPC 18:2,LPC,578.3467493655269,,C28 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,618371.1,476968.4,439911.5,0.0,328062.8,0.0,351807.2,283987.3,373950.7,638774.6,479249.6,432637.6,MS2,FragmentA,[LPC 18:2 +CH3COO]-,FA 18:2 (+O),-PC(74),,397946.2,260185.3,243216.9,0.0,151902.6,0.0,222995.7,142630.9,218949.2,391479.0,279405.9,260370.7,618371.1,476968.4,439911.5,0.0,328062.8,0.0,351807.2,283987.3,373950.7,638774.6,479249.6,432637.6,16963.5,16635.4,11799.7,0.0,9299.6,0.0,15534.3,11515.5,12788.3,23087.4,17690.6,15382.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.28,853191.96,,279.2330322265625,504.3101196289063,,-H+,-H+,,C18 H31 O2,C25 H47 O7 N1 P1,,C26 H50 O7 N1 P1
LPC 18:1,LPC,580.3622892811643,,C28 H55 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,608752.1,681049.8,605514.4,0.0,546662.7,0.0,457924.3,470996.5,533821.6,646502.0,701876.7,467458.0,MS2,FragmentA,[LPC 18:1 +CH3COO]-,FA 18:1 (+O),-PC(74),,367524.5,348439.0,296573.3,0.0,269710.2,0.0,257776.7,237612.4,271654.1,370776.7,371877.0,290573.6,608752.1,681049.8,605514.4,0.0,546662.7,0.0,457924.3,470996.5,533821.6,646502.0,701876.7,467458.0,27545.1,31603.2,28802.9,0.0,23231.2,0.0,23971.6,20693.9,27137.7,33699.6,31078.0,22232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.18,853776.27,,281.2486572265625,506.3253479003906,,-H+,-H+,,C18 H33 O2,C25 H49 O7 N1 P1,,C26 H52 O7 N1 P1
LPC 18:0,LPC,582.3780440362848,,C28 H57 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,642045.3,578319.5,673600.4,0.0,553463.3,0.0,608578.5,549891.6,602207.3,677631.8,714005.6,676929.6,MS2,FragmentA,[LPC 18:0 +CH3COO]-,FA 18:0 (+O),-PC(74),,414242.6,383839.6,440913.2,0.0,335191.4,0.0,387867.7,307242.4,351905.5,436240.8,376208.4,437794.3,642045.3,578319.5,673600.4,0.0,553463.3,0.0,608578.5,549891.6,602207.3,677631.8,714005.6,676929.6,100180.3,82445.8,105027.1,0.0,82615.5,0.0,89898.9,75543.4,87222.7,95409.7,99908.6,102213.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.09,854356.08,,283.2642822265625,508.3410339355469,,-H+,-H+,,C18 H35 O2,C25 H51 O7 N1 P1,,C26 H54 O7 N1 P1
LPC 20:4,LPC,602.3468296556428,,C30 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,430064.4,399003.4,284487.0,0.0,229727.1,0.0,258422.3,191291.4,245133.2,501151.5,448654.6,272801.9,MS2,FragmentA,[LPC 20:4 +CH3COO]-,FA 20:4 (+O),-PC(74),,421046.9,339747.7,205428.4,0.0,167296.1,0.0,259162.3,170198.4,230389.7,437018.0,361580.3,285339.4,430064.4,399003.4,284487.0,0.0,229727.1,0.0,258422.3,191291.4,245133.2,501151.5,448654.6,272801.9,8515.3,11439.0,6090.1,0.0,5032.7,0.0,7640.3,4672.4,5567.3,11831.5,12831.1,10727.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.46,859861.17,,303.23309326171875,528.3102416992188,,-H+,-H+,,C20 H31 O2,C27 H47 O7 N1 P1,,C28 H50 O7 N1 P1
LPC 20:3,LPC,604.3624262903153,,C30 H55 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,84392.9,77198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100194.0,0.0,0.0,MS2,FragmentA,[LPC 20:3 +CH3COO]-,FA 20:3 (+O),-PC(74),,18339.5,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34689.8,0.0,0.0,84392.9,77198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100194.0,0.0,0.0,514.1,51.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.07,860393.75,,305.2486267089844,530.32568359375,,-H+,-H+,,C20 H33 O2,C27 H49 O7 N1 P1,,C28 H52 O7 N1 P1
LPC 22:6,LPC,626.3469066517058,,C32 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,52943.0,0.0,27191.5,0.0,0.0,0.0,32246.8,0.0,28728.7,48363.6,43064.8,33198.5,MS2,FragmentA,[LPC 22:6 +CH3COO]-,FA 22:6 (+O),-PC(74),,121686.0,0.0,50720.3,0.0,0.0,0.0,81793.2,0.0,34229.8,146600.6,99336.5,90057.0,52943.0,0.0,27191.5,0.0,0.0,0.0,32246.8,0.0,28728.7,48363.6,43064.8,33198.5,3223.7,0.0,890.2,0.0,0.0,0.0,1048.7,0.0,1147.0,893.4,3668.0,1336.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,865950.7,,327.2331848144531,552.31005859375,,-H+,-H+,,C22 H31 O2,C29 H47 O7 N1 P1,,C30 H50 O7 N1 P1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPE 16:1,LPE,450.2628949714826,,C21 H41 O7 N1 P1,,-H+,Glycerophospholipid,negative,186717.4,135226.8,186725.7,0.0,144099.2,0.0,114596.1,133995.6,176819.2,188966.5,140283.8,112317.3,MS2,FragmentA,[LPE 16:1 -H]-,FA 16:1 (+O),,,116979.2,83051.8,76406.4,0.0,63668.0,0.0,65488.3,55505.8,77827.1,108939.9,97343.4,59867.6,186717.4,135226.8,186725.7,0.0,144099.2,0.0,114596.1,133995.6,176819.2,188966.5,140283.8,112317.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.58,,,253.21770454011843,,,-H+,,,C16 H29 O2,,,C21 H42 O7 N1 P1
LPE 16:0,LPE,452.2785867859277,,C21 H43 O7 N1 P1,,-H+,Glycerophospholipid,negative,1088118.8,690082.0,1136192.2,0.0,1118873.7,0.0,727806.1,675990.2,1058699.0,1124774.9,1048425.5,809304.4,MS2,FragmentA,[LPE 16:0 -H]-,FA 16:0 (+O),,,766252.2,621991.8,752351.2,0.0,728561.8,0.0,505847.5,662550.2,744691.6,772085.4,713713.0,536333.5,1088118.8,690082.0,1136192.2,0.0,1118873.7,0.0,727806.1,675990.2,1058699.0,1124774.9,1048425.5,809304.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.73,,,255.2333976957049,,,-H+,,,C16 H31 O2,,,C21 H44 O7 N1 P1
LPE 18:2,LPE,476.2783738319383,,C23 H43 O7 N1 P1,,-H+,Glycerophospholipid,negative,652762.1,458738.9,515649.7,0.0,344734.0,0.0,393461.8,298855.4,522586.3,729432.3,461235.3,463787.2,MS2,FragmentA,[LPE 18:2 -H]-,FA 18:2 (+O),,,401648.3,258474.3,282229.8,0.0,172954.2,0.0,238275.5,166448.2,284541.2,426467.4,264903.0,249744.5,652762.1,458738.9,515649.7,0.0,344734.0,0.0,393461.8,298855.4,522586.3,729432.3,461235.3,463787.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.28,,,279.2330322265625,,,-H+,,,C18 H31 O2,,,C23 H44 O7 N1 P1
LPE 18:1,LPE,478.2940105133198,,C23 H45 O7 N1 P1,,-H+,Glycerophospholipid,negative,1010857.6,724862.9,1006670.2,0.0,831545.2,0.0,655813.4,745436.7,988532.8,1123110.8,813820.8,700510.7,MS2,FragmentA,[LPE 18:1 -H]-,FA 18:1 (+O),,,670058.9,445329.1,553836.1,0.0,453969.5,0.0,397742.6,428700.0,555050.9,678643.7,460086.1,415250.7,1010857.6,724862.9,1006670.2,0.0,831545.2,0.0,655813.4,745436.7,988532.8,1123110.8,813820.8,700510.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,,,281.2486267089844,,,-H+,,,C18 H33 O2,,,C23 H46 O7 N1 P1
LPE 18:0,LPE,480.3096464432935,,C23 H47 O7 N1 P1,,-H+,Glycerophospholipid,negative,894203.7,916083.2,1043001.7,0.0,1113167.5,0.0,587132.2,915547.4,1105946.1,889782.7,955320.3,694886.4,MS2,FragmentA,[LPE 18:0 -H]-,FA 18:0 (+O),,,699436.3,686584.4,791280.9,0.0,732071.9,0.0,488367.8,661828.5,719139.6,721396.4,758104.4,554687.3,894203.7,916083.2,1043001.7,0.0,1113167.5,0.0,587132.2,915547.4,1105946.1,889782.7,955320.3,694886.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,,,283.2643127441406,,,-H+,,,C18 H35 O2,,,C23 H48 O7 N1 P1
LPE 20:4,LPE,500.27857502199294,,C25 H43 O7 N1 P1,,-H+,Glycerophospholipid,negative,2043203.6,1132272.0,1414907.9,0.0,934997.2,0.0,1122491.6,858325.5,1431233.0,2160913.7,1328283.8,1277041.3,MS2,FragmentA,[LPE 20:4 -H]-,FA 20:4 (+O),,,2842184.1,1757006.7,1779568.8,0.0,1172767.7,0.0,1554619.9,1077344.8,1723453.8,2876010.3,1935801.6,1717822.6,2043203.6,1132272.0,1414907.9,0.0,934997.2,0.0,1122491.6,858325.5,1431233.0,2160913.7,1328283.8,1277041.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.35,,,303.2330627441406,,,-H+,,,C20 H31 O2,,,C25 H44 O7 N1 P1
LPE 20:3,LPE,502.2944598688723,,C25 H45 O7 N1 P1,,-H+,Glycerophospholipid,negative,256667.6,130051.5,209064.3,0.0,155945.7,0.0,135733.0,128842.9,182532.4,279353.4,161445.3,167016.8,MS2,FragmentA,[LPE 20:3 -H]-,FA 20:3 (+O),,,172904.2,72574.0,112883.5,0.0,75597.7,0.0,92082.4,47374.4,100304.6,166710.2,102618.6,100920.3,256667.6,130051.5,209064.3,0.0,155945.7,0.0,135733.0,128842.9,182532.4,279353.4,161445.3,167016.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,-0.03,,,305.24859619140625,,,-H+,,,C20 H33 O2,,,C25 H46 O7 N1 P1
LPE 20:2,LPE,504.3099327190348,,C25 H47 O7 N1 P1,,-H+,Glycerophospholipid,negative,104281.6,63552.4,0.0,0.0,0.0,0.0,58117.7,0.0,72787.6,106935.4,0.0,68439.6,MS2,FragmentA,[LPE 20:2 -H]-,FA 20:2 (+O),,,55518.7,25726.2,0.0,0.0,0.0,0.0,23868.1,0.0,19748.8,67063.2,0.0,23410.7,104281.6,63552.4,0.0,0.0,0.0,0.0,58117.7,0.0,72787.6,106935.4,0.0,68439.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.39,,,307.2643737792969,,,-H+,,,C20 H35 O2,,,C25 H48 O7 N1 P1
LPE 20:1,LPE,506.3253060293207,,C25 H49 O7 N1 P1,,-H+,Glycerophospholipid,negative,118924.4,45820.9,105908.6,0.0,80880.7,0.0,66801.3,64602.3,98253.8,130646.2,0.0,70106.8,MS2,FragmentA,[LPE 20:1 -H]-,FA 20:1 (+O),,,81506.7,26228.1,56954.9,0.0,35469.9,0.0,41319.4,23830.2,48424.9,78766.6,0.0,44721.0,118924.4,45820.9,105908.6,0.0,80880.7,0.0,66801.3,64602.3,98253.8,130646.2,0.0,70106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.5,,,309.2800598144531,,,-H+,,,C20 H37 O2,,,C25 H50 O7 N1 P1
LPE 22:6,LPE,524.2785023434615,,C27 H43 O7 N1 P1,,-H+,Glycerophospholipid,negative,221016.7,116245.4,117727.1,0.0,82238.8,0.0,119984.9,75265.4,126141.5,237447.7,135086.3,129924.4,MS2,FragmentA,[LPE 22:6 -H]-,FA 22:6 (+O),,,1397622.7,808874.3,726627.2,0.0,484164.6,0.0,760444.8,471327.2,708444.6,1492949.3,898183.7,814282.1,221016.7,116245.4,117727.1,0.0,82238.8,0.0,119984.9,75265.4,126141.5,237447.7,135086.3,129924.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.52,,,327.2331237792969,,,-H+,,,C22 H31 O2,,,C27 H44 O7 N1 P1
LPE 22:5,LPE,526.2941429538873,,C27 H45 O7 N1 P1,,-H+,Glycerophospholipid,negative,347182.4,170823.6,256975.0,0.0,184500.4,0.0,171176.3,161580.8,244157.6,375371.9,194084.8,200413.8,MS2,FragmentA,[LPE 22:5 -H]-,FA 22:5 (+O),,,541772.9,283855.4,361070.7,0.0,233405.5,0.0,256313.3,224483.8,323932.3,546984.1,322584.3,303740.6,347182.4,170823.6,256975.0,0.0,184500.4,0.0,171176.3,161580.8,244157.6,375371.9,194084.8,200413.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.34,,,329.24871826171875,,,-H+,,,C22 H33 O2,,,C27 H46 O7 N1 P1
LPE 22:4,LPE,528.3097698583649,,C27 H47 O7 N1 P1,,-H+,Glycerophospholipid,negative,922846.4,541781.8,622879.7,0.0,431036.0,0.0,445130.9,375540.3,596100.5,956717.5,630301.7,477738.2,MS2,FragmentA,[LPE 22:4 -H]-,FA 22:4 (+O),,,914266.9,551383.8,561276.4,0.0,406572.6,0.0,431623.8,340224.6,550272.9,925476.1,588836.3,494590.1,922846.4,541781.8,622879.7,0.0,431036.0,0.0,445130.9,375540.3,596100.5,956717.5,630301.7,477738.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.54,,,331.2644348144531,,,-H+,,,C22 H35 O2,,,C27 H48 O7 N1 P1
