LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PE O-17:1/20:4,PE O-,736.5292884819963,,C42 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,269329.7,220145.4,213047.2,192121.5,212780.9,159698.9,134100.7,167197.4,110241.0,132228.0,MS2,FragmentB,[PE O-17:1/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,157779.2,163338.2,134349.1,124218.9,121764.8,109437.7,66999.7,99189.8,60238.4,85810.3,0.0,0.0,28667.7,25693.1,26248.3,25000.5,24379.0,16515.4,16729.6,15521.3,12572.9,14076.8,0.0,0.0,269329.7,220145.4,213047.2,192121.5,212780.9,159698.9,134100.7,167197.4,110241.0,132228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.31,0.66,,450.2995910644531,303.233154296875,,-H+,-H+,,C22 H45 O6 N1 P1,C20 H31 O2,,C42 H76 O7 N1 P1
PE O-15:1/22:4,PE O-,736.5294901867917,,C42 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,16153.4,11823.3,0.0,0.0,10265.9,0.0,MS2,FragmentB,[PE O-15:1/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,121764.8,109437.7,0.0,0.0,60238.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.6,1992.3,0.0,0.0,1026.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16153.4,11823.3,0.0,0.0,10265.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,-0.43,0.63,,422.26751708984375,331.26446533203125,,-H+,-H+,,C20 H41 O6 N1 P1,C22 H35 O2,,C42 H76 O7 N1 P1
PE O-16:1/22:6,PE O-,746.513713702189,,C43 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,528092.4,454101.1,467377.8,416168.0,488918.9,306182.7,376277.5,404778.0,328390.0,338585.5,MS2,FragmentB,[PE O-16:1/22:6 -H]-,-FA 22:6 (+HO),FA 22:6 (+O),,0.0,0.0,2838868.9,2520934.4,2353962.0,2614130.1,2305243.6,2085213.5,2025054.6,2208930.2,1483020.8,1833479.0,0.0,0.0,487522.2,422424.5,418771.8,349022.6,421302.4,274081.6,311731.3,359144.4,292806.2,316775.5,0.0,0.0,528092.4,454101.1,467377.8,416168.0,488918.9,306182.7,376277.5,404778.0,328390.0,338585.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.71,0.61,,436.2836608886719,327.233154296875,,-H+,-H+,,C21 H43 O6 N1 P1,C22 H31 O2,,C43 H74 O7 N1 P1
PE O-18:3/20:4,PE O-,746.513713702189,,C43 H73 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,157033.0,135862.7,115210.7,124340.1,162864.0,110416.9,97559.1,99998.5,91222.4,88590.7,MS2,FragmentB,[PE O-18:3/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,2838868.9,2520934.4,2353962.0,2614130.1,2305243.6,2085213.5,2025054.6,2208930.2,1483020.8,1833479.0,0.0,0.0,27972.9,29147.6,22173.7,16526.5,30178.7,18821.4,19539.7,25582.0,17338.1,15927.7,0.0,0.0,157033.0,135862.7,115210.7,124340.1,162864.0,110416.9,97559.1,99998.5,91222.4,88590.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.74,0.56,,460.28369140625,303.2331237792969,,-H+,-H+,,C23 H43 O6 N1 P1,C20 H31 O2,,C43 H74 O7 N1 P1
PE O-16:1/22:5,PE O-,748.5293189188388,,C43 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,1221710.0,1115494.0,1128887.3,1030945.0,697634.0,605525.9,554022.6,719064.7,448280.3,513034.9,MS2,FragmentB,[PE O-16:1/22:5 -H]-,-FA 22:5 (+HO),FA 22:5 (+O),,0.0,0.0,3499269.1,3081046.4,3005230.2,3363689.3,2084200.9,1907977.5,1655128.8,1848472.2,1315207.2,1601589.1,0.0,0.0,239077.1,233599.1,259226.4,218220.0,177012.8,136452.2,115859.6,162132.3,104841.6,117658.2,0.0,0.0,1221710.0,1115494.0,1128887.3,1030945.0,697634.0,605525.9,554022.6,719064.7,448280.3,513034.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.71,0.62,,436.2836608886719,329.2488098144531,,-H+,-H+,,C21 H43 O6 N1 P1,C22 H33 O2,,C43 H76 O7 N1 P1
PE O-18:2/20:4,PE O-,748.5293189188388,,C43 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,1385286.7,1315132.4,1254572.2,1136572.2,1001043.0,889639.6,541716.1,697054.0,530574.0,641512.4,MS2,FragmentB,[PE O-18:2/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,3499269.1,3081046.4,3005230.2,3363689.3,2084200.9,1907977.5,1655128.8,1848472.2,1315207.2,1601589.1,0.0,0.0,298163.5,254653.8,245587.9,231833.4,218355.6,163561.2,110530.4,141096.0,103287.0,130421.3,0.0,0.0,1385286.7,1315132.4,1254572.2,1136572.2,1001043.0,889639.6,541716.1,697054.0,530574.0,641512.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.35,0.56,,462.2996215820313,303.2331237792969,,-H+,-H+,,C23 H45 O6 N1 P1,C20 H31 O2,,C43 H76 O7 N1 P1
PE O-16:0/22:6,PE O-,748.5293849738703,,C43 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16688.9,7932.3,0.0,5848.8,0.0,MS2,FragmentB,[PE O-16:0/22:6 -H]-,-FA 22:6 (+HO),FA 22:6 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907977.5,1655128.8,0.0,1315207.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3681.1,6484.6,0.0,6663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16688.9,7932.3,0.0,5848.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,3.72,1.07,,438.3006286621094,327.2333068847656,,-H+,-H+,,C21 H45 O6 N1 P1,C22 H31 O2,,C43 H76 O7 N1 P1
PE O-18:1/20:5,PE O-,748.5293987703295,,C43 H75 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,14948.6,0.0,14376.0,2671.7,10898.5,5305.6,9967.9,2265.2,7440.6,MS2,FragmentB,[PE O-18:1/20:5 -H]-,-FA 20:5 (+HO),FA 20:5 (+O),,0.0,0.0,0.0,3081046.4,0.0,3363689.3,2084200.9,1907977.5,1655128.8,1848472.2,1315207.2,1601589.1,0.0,0.0,0.0,3724.0,0.0,3484.6,3438.4,2947.1,2508.1,3887.8,5215.2,2906.5,0.0,0.0,0.0,14948.6,0.0,14376.0,2671.7,10898.5,5305.6,9967.9,2265.2,7440.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.89,0.85,,464.3150634765625,301.2175598144531,,-H+,-H+,,C23 H47 O6 N1 P1,C20 H29 O2,,C43 H76 O7 N1 P1
PE O-16:1/22:4,PE O-,750.5448957787752,,C43 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,3482876.9,3048174.2,3021965.4,2687654.0,2812765.8,2293427.8,2090645.2,2060104.8,1445635.9,1739787.3,MS2,FragmentB,[PE O-16:1/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,0.0,0.0,5369584.0,4835612.1,4547891.7,5145745.5,4267225.0,3766884.6,3224412.5,3581848.8,2371720.3,2846096.1,0.0,0.0,477375.1,407088.2,416438.7,381712.5,399472.0,341335.3,286447.1,271398.6,206442.9,218076.2,0.0,0.0,3482876.9,3048174.2,3021965.4,2687654.0,2812765.8,2293427.8,2090645.2,2060104.8,1445635.9,1739787.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.71,0.73,,436.2836608886719,331.2644958496094,,-H+,-H+,,C21 H43 O6 N1 P1,C22 H35 O2,,C43 H78 O7 N1 P1
PE O-18:2/20:3,PE O-,750.5448957787752,,C43 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,179429.1,158835.3,162817.3,141009.6,99881.3,86745.8,91570.1,87531.0,63025.7,70639.7,MS2,FragmentB,[PE O-18:2/20:3 -H]-,-FA 20:3 (+HO),FA 20:3 (+O),,0.0,0.0,5369584.0,4835612.1,4547891.7,5145745.5,4267225.0,3766884.6,3224412.5,3581848.8,2371720.3,2846096.1,0.0,0.0,6686.8,21424.8,13836.0,8766.3,8372.8,1239.0,7959.7,7873.1,2802.9,8232.2,0.0,0.0,179429.1,158835.3,162817.3,141009.6,99881.3,86745.8,91570.1,87531.0,63025.7,70639.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.88,-0.13,,462.2994079589844,305.2485656738281,,-H+,-H+,,C23 H45 O6 N1 P1,C20 H33 O2,,C43 H78 O7 N1 P1
PE O-18:1/20:4,PE O-,750.5448957787752,,C43 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,1618717.4,1447313.6,1322384.5,1202632.2,1397866.6,1143367.8,1012704.8,1023207.9,719004.5,861174.6,MS2,FragmentB,[PE O-18:1/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,5369584.0,4835612.1,4547891.7,5145745.5,4267225.0,3766884.6,3224412.5,3581848.8,2371720.3,2846096.1,0.0,0.0,326622.6,327213.7,284041.0,262782.4,281728.8,269736.0,221054.7,212235.2,143692.7,191388.1,0.0,0.0,1618717.4,1447313.6,1322384.5,1202632.2,1397866.6,1143367.8,1012704.8,1023207.9,719004.5,861174.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.56,,464.3150634765625,303.2331237792969,,-H+,-H+,,C23 H47 O6 N1 P1,C20 H31 O2,,C43 H78 O7 N1 P1
PE O-16:0/22:5,PE O-,750.5449078801402,,C43 H77 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,78578.6,93355.2,79653.9,48518.6,29664.5,54142.4,50141.2,42737.3,0.0,MS2,FragmentB,[PE O-16:0/22:5 -H]-,-FA 22:5 (+HO),FA 22:5 (+O),,0.0,0.0,0.0,4835612.1,4547891.7,5145745.5,4267225.0,3766884.6,3224412.5,3581848.8,2371720.3,0.0,0.0,0.0,0.0,11795.0,14452.9,10451.6,11396.1,3401.3,7101.6,8380.2,5936.2,0.0,0.0,0.0,0.0,78578.6,93355.2,79653.9,48518.6,29664.5,54142.4,50141.2,42737.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1.7,1.18,,438.29974365234375,329.2489929199219,,-H+,-H+,,C21 H45 O6 N1 P1,C22 H33 O2,,C43 H78 O7 N1 P1
PE O-16:1/22:3,PE O-,752.560651538833,,C43 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,182298.8,138184.9,189626.9,186493.9,123306.2,105164.9,78887.6,99059.2,63401.4,78112.3,MS2,FragmentB,[PE O-16:1/22:3 -H]-,-FA 22:3 (+HO),FA 22:3 (+O),,0.0,0.0,498215.5,442267.2,409987.6,534412.7,332003.2,302758.1,266573.9,286781.8,214934.6,256890.7,0.0,0.0,13326.9,17514.0,17476.3,18020.0,12319.7,14426.0,4997.1,14212.4,7924.2,8532.6,0.0,0.0,182298.8,138184.9,189626.9,186493.9,123306.2,105164.9,78887.6,99059.2,63401.4,78112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.85,0.83,,436.2837219238281,333.2801818847656,,-H+,-H+,,C21 H43 O6 N1 P1,C22 H37 O2,,C43 H80 O7 N1 P1
PE O-18:2/20:2,PE O-,752.560651538833,,C43 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,96153.2,85683.1,76451.8,72148.3,71787.8,51049.6,48870.3,69707.2,37388.5,47869.3,MS2,FragmentB,[PE O-18:2/20:2 -H]-,-FA 20:2 (+HO),FA 20:2 (+O),,0.0,0.0,498215.5,442267.2,409987.6,534412.7,332003.2,302758.1,266573.9,286781.8,214934.6,256890.7,0.0,0.0,5957.6,7824.6,6572.3,5780.9,5074.7,3528.3,1851.2,5071.6,3161.9,1488.9,0.0,0.0,96153.2,85683.1,76451.8,72148.3,71787.8,51049.6,48870.3,69707.2,37388.5,47869.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,1.08,0.48,,462.2994995117188,307.264404296875,,-H+,-H+,,C23 H45 O6 N1 P1,C20 H35 O2,,C43 H80 O7 N1 P1
PE O-18:1/20:3,PE O-,752.560651538833,,C43 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,153400.7,128012.4,129767.9,125445.4,104526.0,80368.6,86131.0,101395.5,72608.4,74183.3,MS2,FragmentB,[PE O-18:1/20:3 -H]-,-FA 20:3 (+HO),FA 20:3 (+O),,0.0,0.0,498215.5,442267.2,409987.6,534412.7,332003.2,302758.1,266573.9,286781.8,214934.6,256890.7,0.0,0.0,24125.2,23903.8,20889.7,22907.1,18755.6,14624.0,17140.6,21004.4,19479.2,13166.9,0.0,0.0,153400.7,128012.4,129767.9,125445.4,104526.0,80368.6,86131.0,101395.5,72608.4,74183.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.83,0.57,,464.3150329589844,305.248779296875,,-H+,-H+,,C23 H47 O6 N1 P1,C20 H33 O2,,C43 H80 O7 N1 P1
PE O-18:0/20:4,PE O-,752.5607303572162,,C43 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,79792.8,0.0,0.0,0.0,0.0,0.0,0.0,60370.9,54929.4,MS2,FragmentB,[PE O-18:0/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,0.0,0.0,442267.2,0.0,0.0,0.0,0.0,0.0,0.0,214934.6,256890.7,0.0,0.0,0.0,6471.1,0.0,0.0,0.0,0.0,0.0,0.0,6318.0,8014.1,0.0,0.0,0.0,79792.8,0.0,0.0,0.0,0.0,0.0,0.0,60370.9,54929.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,2.86,0.76,,466.3316345214844,303.2331848144531,,-H+,-H+,,C23 H49 O6 N1 P1,C20 H31 O2,,C43 H80 O7 N1 P1
PE O-16:1/22:2,PE O-,754.5761638666153,,C43 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,44232.6,39835.8,38547.7,39763.3,32495.5,22693.9,27293.6,32028.9,20545.1,25017.8,MS2,FragmentB,[PE O-16:1/22:2 -H]-,-FA 22:2 (+HO),FA 22:2 (+O),,0.0,0.0,105009.4,86006.9,74171.7,80118.0,17204.6,40826.0,59536.1,46098.4,38403.6,20969.0,0.0,0.0,4742.0,3199.2,1123.5,4066.4,3066.4,3014.7,1887.5,1244.0,1860.3,3495.9,0.0,0.0,44232.6,39835.8,38547.7,39763.3,32495.5,22693.9,27293.6,32028.9,20545.1,25017.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,-0.55,0.66,,436.2831115722656,335.2957763671875,,-H+,-H+,,C21 H43 O6 N1 P1,C22 H39 O2,,C43 H82 O7 N1 P1
PE O-16:0/22:3,PE O-,754.5761638666153,,C43 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,8060.0,0.0,0.0,10836.9,6262.2,7849.2,0.0,0.0,0.0,0.0,MS2,FragmentB,[PE O-16:0/22:3 -H]-,-FA 22:3 (+HO),FA 22:3 (+O),,0.0,0.0,105009.4,0.0,0.0,80118.0,17204.6,40826.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.4,0.0,0.0,1294.8,1660.0,1394.6,0.0,0.0,0.0,0.0,0.0,0.0,8060.0,0.0,0.0,10836.9,6262.2,7849.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.95,1.29,,438.30029296875,333.28033447265625,,-H+,-H+,,C21 H45 O6 N1 P1,C22 H37 O2,,C43 H82 O7 N1 P1
PE O-18:2/20:1,PE O-,754.5761638666153,,C43 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,136232.5,132864.5,135998.4,117136.2,70693.5,60097.0,61119.6,79062.7,55612.7,56308.0,MS2,FragmentB,[PE O-18:2/20:1 -H]-,-FA 20:1 (+HO),FA 20:1 (+O),,0.0,0.0,105009.4,86006.9,74171.7,80118.0,17204.6,40826.0,59536.1,46098.4,38403.6,20969.0,0.0,0.0,12538.9,9982.1,11644.6,11283.9,3484.8,3657.9,4729.2,4640.7,4957.6,3598.8,0.0,0.0,136232.5,132864.5,135998.4,117136.2,70693.5,60097.0,61119.6,79062.7,55612.7,56308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.01,0.6,,462.2999267578125,309.28009033203125,,-H+,-H+,,C23 H45 O6 N1 P1,C20 H37 O2,,C43 H82 O7 N1 P1
PE O-18:1/20:2,PE O-,754.5761638666153,,C43 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,47504.2,45063.5,38976.6,41191.5,45147.8,39361.5,28679.2,38618.7,23077.0,26598.7,MS2,FragmentB,[PE O-18:1/20:2 -H]-,-FA 20:2 (+HO),FA 20:2 (+O),,0.0,0.0,105009.4,86006.9,74171.7,80118.0,17204.6,40826.0,59536.1,46098.4,38403.6,20969.0,0.0,0.0,8057.4,8563.3,7884.4,4641.5,7845.0,1485.0,4720.7,4776.7,4573.8,3113.3,0.0,0.0,47504.2,45063.5,38976.6,41191.5,45147.8,39361.5,28679.2,38618.7,23077.0,26598.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.3,0.39,,464.3147888183594,307.2643737792969,,-H+,-H+,,C23 H47 O6 N1 P1,C20 H35 O2,,C43 H82 O7 N1 P1
PE O-18:0/20:3,PE O-,754.5761638666153,,C43 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,20530.6,16257.8,20819.6,18021.1,11609.0,10255.4,15988.5,19813.3,12357.5,12306.1,MS2,FragmentB,[PE O-18:0/20:3 -H]-,-FA 20:3 (+HO),FA 20:3 (+O),,0.0,0.0,105009.4,86006.9,74171.7,80118.0,17204.6,40826.0,59536.1,46098.4,38403.6,20969.0,0.0,0.0,4845.4,3794.6,4310.2,5457.1,1581.6,4439.5,3732.4,1896.9,7100.3,5162.7,0.0,0.0,20530.6,16257.8,20819.6,18021.1,11609.0,10255.4,15988.5,19813.3,12357.5,12306.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.83,0.57,,466.3306884765625,305.248779296875,,-H+,-H+,,C23 H49 O6 N1 P1,C20 H33 O2,,C43 H82 O7 N1 P1
PE O-20:1/18:2,PE O-,754.5761638666153,,C43 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,994860.4,803275.6,0.0,0.0,795682.6,671505.3,0.0,0.0,0.0,0.0,MS2,FragmentB,[PE O-20:1/18:2 -H]-,-FA 18:2 (+HO),FA 18:2 (+O),,0.0,0.0,105009.4,86006.9,0.0,0.0,17204.6,40826.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.6,1149.0,0.0,0.0,3306.7,1303.9,0.0,0.0,0.0,0.0,0.0,0.0,994860.4,803275.6,0.0,0.0,795682.6,671505.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,1.23,0.49,,492.3465576171875,279.23309326171875,,-H+,-H+,,C25 H51 O6 N1 P1,C18 H31 O2,,C43 H82 O7 N1 P1
PE O-18:2/20:0,PE O-,756.5919408139165,,C43 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,14899.0,0.0,0.0,0.0,0.0,11597.9,9583.8,0.0,0.0,MS2,FragmentB,[PE O-18:2/20:0 -H]-,-FA 20:0 (+HO),FA 20:0 (+O),,0.0,0.0,0.0,31650.7,0.0,0.0,0.0,0.0,25703.7,44603.6,0.0,0.0,0.0,0.0,0.0,1414.7,0.0,0.0,0.0,0.0,801.5,968.9,0.0,0.0,0.0,0.0,0.0,14899.0,0.0,0.0,0.0,0.0,11597.9,9583.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2.01,1.4,,462.2999267578125,311.2959899902344,,-H+,-H+,,C23 H45 O6 N1 P1,C20 H39 O2,,C43 H84 O7 N1 P1
PE O-18:0/20:2,PE O-,756.5919408139165,,C43 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,0.0,3596.6,6317.1,0.0,0.0,0.0,4546.1,0.0,0.0,0.0,MS2,FragmentB,[PE O-18:0/20:2 -H]-,-FA 20:2 (+HO),FA 20:2 (+O),,0.0,0.0,0.0,31650.7,37352.4,0.0,0.0,0.0,25703.7,0.0,0.0,0.0,0.0,0.0,0.0,915.6,1000.1,0.0,0.0,0.0,1276.3,0.0,0.0,0.0,0.0,0.0,0.0,3596.6,6317.1,0.0,0.0,0.0,4546.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,2.8,0.78,,466.3316040039063,307.2644958496094,,-H+,-H+,,C23 H49 O6 N1 P1,C20 H35 O2,,C43 H84 O7 N1 P1
PE O-16:1/22:1,PE O-,756.591966156807,,C43 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,58861.4,53735.8,57793.0,58225.0,0.0,0.0,33353.6,34179.6,0.0,0.0,MS2,FragmentB,[PE O-16:1/22:1 -H]-,-FA 22:1 (+HO),FA 22:1 (+O),,0.0,0.0,51562.6,31650.7,37352.4,50057.0,0.0,0.0,25703.7,44603.6,0.0,0.0,0.0,0.0,7351.5,7975.9,5572.0,4992.4,0.0,0.0,6859.1,3404.3,0.0,0.0,0.0,0.0,58861.4,53735.8,57793.0,58225.0,0.0,0.0,33353.6,34179.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.41,1.03,,436.2839660644531,337.3115539550781,,-H+,-H+,,C21 H43 O6 N1 P1,C22 H41 O2,,C43 H84 O7 N1 P1
PE O-18:1/20:1,PE O-,756.591966156807,,C43 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,56761.9,61270.7,56789.5,51619.1,0.0,0.0,36131.3,49082.8,0.0,0.0,MS2,FragmentB,[PE O-18:1/20:1 -H]-,-FA 20:1 (+HO),FA 20:1 (+O),,0.0,0.0,51562.6,31650.7,37352.4,50057.0,0.0,0.0,25703.7,44603.6,0.0,0.0,0.0,0.0,6024.1,3754.1,3771.5,6278.2,0.0,0.0,3780.6,1627.3,0.0,0.0,0.0,0.0,56761.9,61270.7,56789.5,51619.1,0.0,0.0,36131.3,49082.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.68,0.89,,464.3154296875,309.2801818847656,,-H+,-H+,,C23 H47 O6 N1 P1,C20 H37 O2,,C43 H84 O7 N1 P1
